tjid,fgId,MLBAMID,espnId,NameASCII,C,1B,2B,SS,3B,OF,Util,SP,RP
franciscomejia,16403,,33248,Francisco Mejia,True,False,False,False,False,False,True,False,False
jaksonreetz,17837,656883,33819,Jakson Reetz,True,False,False,False,False,False,True,False,False
renepinto,19859,650907,37637,Rene Pinto,True,False,False,False,False,False,True,False,False
antoniogomez,sa3008746,,4722970,Antonio Gomez,True,False,False,False,False,False,True,False,False
miguelpalma,sa3009279,,4987798,Miguel Palma,True,False,False,False,False,False,True,False,False
enriquejimenez,sa3021091,,5150967,Enrique Jimenez,True,True,False,False,False,False,True,False,False
alfredoduno,sa3021066,,5150938,Alfredo Duno,True,False,False,False,False,False,True,False,False
daiversongutierrez,sa3021086,,5150973,Daiverson Gutierrez,True,False,False,False,False,False,True,False,False
malcolmmoore,sa3025250,,5080758,Malcolm Moore,True,False,False,False,False,False,True,False,False
grantkoch,22045,667428,41647,Grant Koch,True,False,False,False,False,False,True,False,False
carloslinarez,sa3016346,,5137262,Carlos Linarez,True,False,False,False,False,False,True,False,False
yovannyrodriguez,sa3023720,,5196152,Yovanny Rodriguez,True,False,False,False,False,False,True,False,False
franklinrojas,sa3025018,,5196176,Franklin Rojas,True,False,False,False,False,False,True,False,False
yohendrysanchez,sa3023896,,5196207,Yohendry Sanchez,True,False,False,False,False,False,True,False,False
davidbanuelos,23250,675915,39828,David Banuelos,True,False,False,False,False,False,True,False,False
wadestauss,sa3017000,,4416478,Wade Stauss,True,False,False,False,False,False,True,False,False
walkerjanek,sa3025254,,4952502,Walker Janek,True,False,False,False,False,False,True,False,False
caleblomavita,sa3025404,,4959034,Caleb Lomavita,True,False,False,False,False,False,True,False,False
davidrodriguez,sa3060402,,39574,David Rodriguez,True,False,False,False,False,False,True,False,False
carlosmartinez,sa3037142,,35838,Carlos Martinez,True,False,False,False,False,False,True,False,False
eduardotait,sa3022162,,5273117,Eduardo Tait,True,False,False,False,False,False,True,False,False
rainielrodriguez,sa3023987,,5289250,Rainiel Rodriguez,True,False,False,False,False,False,True,False,False
cadenbodine,sa3027305,,5130529,Caden Bodine,True,False,False,False,False,False,True,False,False
lukestevenson,sa3043081,,5198828,Luke Stevenson,True,False,False,False,False,False,True,False,False
ronaldohernandez,sa881850,,40378,Ronaldo Hernandez,True,False,False,False,False,False,True,False,False
mylesnaylor,sa3022605,,5149109,Myles Naylor,False,False,False,False,True,False,True,False,False
brandonwinokur,sa3022613,,5149089,Brandon Winokur,False,False,False,True,True,True,True,False,False
gabrielrodriguez,sa3024645,,41305,Gabriel Rodriguez,False,False,False,False,True,False,True,False,False
malcomnunez,sa3008113,,4684779,Malcom Nunez,False,True,False,False,True,False,True,False,False
luisverdugo,sa3006888,,42425,Luis Verdugo,False,True,False,False,True,False,True,False,False
yuniorseverino,sa3003185,,41373,Yunior Severino,False,False,False,False,True,False,True,False,False
luisdelossantos,21682,665782,41055,Luis De Los Santos,False,False,False,False,True,False,True,False,False
armandoalvarez,19292,669137,42048,Armando Alvarez,False,False,False,False,True,False,True,False,False
charlesleblanc,19813,641779,37820,Charles Leblanc,False,True,False,False,True,False,True,False,False
graekessinger,25813,666197,42667,Grae Kessinger,False,False,False,False,True,False,True,False,False
miguelsano,12164,593934,31260,Miguel Sano,False,False,False,False,True,False,True,False,False
dannymendick,18889,664901,40393,Danny Mendick,False,False,False,False,True,False,True,False,False
coletucker,17326,657061,33789,Cole Tucker,False,False,False,False,True,False,True,False,False
davidbote,14593,623520,35246,David Bote,False,False,False,False,True,False,True,False,False
davidfletcher,17992,664058,35156,David Fletcher,False,False,True,False,True,False,True,False,False
ehireadrianza,8418,501303,30471,Ehire Adrianza,False,False,False,False,True,False,True,False,False
diegocastillo1,19906,660636,40494,Diego Castillo,False,False,False,True,True,False,True,False,False
jacklopez,13663,605346,33518,Jack Lopez,False,False,False,True,True,False,True,False,False
mikebrosseau,19683,,40533,Mike Brosseau,False,False,False,False,True,False,True,False,False
haroldcastro,14691,,32521,Harold Castro,False,False,False,True,True,False,True,False,False
austinshenton,25425,668853,42875,Austin Shenton,False,True,False,False,True,False,True,False,False
jamesnelson,sa3038750,,40954,James Nelson,False,False,False,False,True,False,True,False,False
maikelfranco,12179,,32163,Maikel Franco,False,False,False,False,True,False,True,False,False
alexmcfarlane,sa3020633,,4621422,Alex McFarlane,False,False,False,False,False,False,False,True,True
dariusvines,25928,670241,4917634,Darius Vines,False,False,False,False,False,False,False,True,False
tylerblack,29949,672012,4414183,Tyler Black,False,True,False,False,False,True,True,False,False
nicksogard,25483,686765,42979,Nick Sogard,False,True,True,False,True,False,True,False,False
tyleraustin,11850,,32161,Tyler Austin,False,False,False,False,False,True,True,False,False
deyvisondelossantos,sa3015168,,4989046,Deyvison De Los Santos,False,True,False,False,True,False,True,False,False
davisdaniel,27582,669721,4081461,Davis Daniel,False,False,False,False,False,False,False,True,True
shanepanzini,sa3018257,,4917811,Shane Panzini,False,False,False,False,False,False,False,True,True
alejandrohidalgo,sa3015151,,4917821,Alejandro Hidalgo,False,False,False,False,False,False,False,True,False
druehackenberg,sa3023304,,5271396,Drue Hackenberg,False,False,False,False,False,False,False,True,False
tommymace,sa3018140,,4297927,Tommy Mace,False,False,False,False,False,False,False,True,True
michaelmorales,sa3017783,,4918164,Michael Morales,False,False,False,False,False,False,False,True,False
brockselvidge,sa3017950,,4917904,Brock Selvidge,False,False,False,False,False,False,False,True,False
peterheubeck,sa3017936,,4917831,Peter Heubeck,False,False,False,False,False,False,False,True,False
alexsantosii,sa3014684,,4717902,Alex Santos II,False,False,False,False,False,False,False,True,False
anthonysolometo,sa3018259,,4918238,Anthony Solometo,False,False,False,False,False,False,False,True,False
masonalbright,sa3017847,,4917823,Mason Albright,False,False,False,False,False,False,False,True,False
victorlizarraga,sa3015220,,4918253,Victor Lizarraga,False,False,False,False,False,False,False,True,False
asalacy,sa3014423,,4298334,Asa Lacy,False,False,False,False,False,False,False,True,False
brendanbeck,sa3020680,,4345190,Brendan Beck,False,False,False,False,False,False,False,True,False
jacobsteinmetz,sa3017976,,4917629,Jacob Steinmetz,False,False,False,False,False,False,False,True,False
owenmurphy,sa3020330,,5080750,Owen Murphy,False,False,False,False,False,False,False,True,False
brandonbarriera,sa3020683,,5080640,Brandon Barriera,False,False,False,False,False,False,False,True,False
christianmcgowan,sa3017896,,4918067,Christian McGowan,False,False,False,False,False,False,False,True,False
dylanfile,sa3004197,,4684829,Dylan File,False,False,False,False,False,False,False,True,False
coleirvin,19244,608344,39869,Cole Irvin,False,False,False,False,False,False,False,True,False
bryansammons,20462,676614,4987379,Bryan Sammons,False,False,False,False,False,False,False,True,False
domingogerman,17149,593334,33660,Domingo German,False,False,False,False,False,False,False,True,False
humbertocastellanos,21183,528748,41831,Humberto Castellanos,False,False,False,False,False,False,False,True,False
tjsikkema,sa3011191,,4081274,T.J. Sikkema,False,False,False,False,False,False,False,True,True
joshrogers,18510,642028,38320,Josh Rogers,False,False,False,False,False,False,False,True,False
jackoloughlin,22690,672552,5126694,Jack O'Loughlin,False,False,False,False,False,False,False,True,True
sixtosanchez,19680,664350,36186,Sixto Sanchez,False,False,False,False,False,False,False,True,False
daultonjefferies,19345,641726,39434,Daulton Jefferies,False,False,False,False,False,False,False,True,False
thaddeusward,21513,,42439,Thaddeus Ward,False,False,False,False,False,False,False,True,True
logangillaspie,22461,670810,4905860,Logan Gillaspie,False,False,False,False,False,False,False,True,True
kyletyler,22092,667725,4883501,Kyle Tyler,False,False,False,False,False,False,False,True,True
hyunilchoi,sa3009992,,42492,Hyun-il Choi,False,False,False,False,False,False,False,True,True
yormangomez,sa3015931,,5332448,Yorman Gomez,False,False,False,False,False,False,False,True,False
rossstripling,13273,548389,32789,Ross Stripling,False,False,False,False,False,False,False,True,False
lancelynn,2520,458681,30820,Lance Lynn,False,False,False,False,False,False,False,True,False
brandonbirdsell,sa3020797,,5266091,Brandon Birdsell,False,False,False,False,False,False,False,True,False
richhill,4806,448179,6321,Rich Hill,False,False,False,False,False,False,False,True,False
gersongarabito,19835,642520,42966,Gerson Garabito,False,False,False,False,False,False,False,True,False
kylebrnovich,sa3014923,,5194331,Kyle Brnovich,False,False,False,False,False,False,False,True,False
tyblach,14361,621389,33138,Ty Blach,False,False,False,False,False,False,False,True,False
jimmyendersby,sa3014921,,4228438,Jimmy Endersby,False,False,False,False,False,False,False,True,False
tuckerdavidson,19871,656353,41069,Tucker Davidson,False,False,False,False,False,False,False,True,False
aaronbrooks,12272,605156,33124,Aaron Brooks,False,False,False,False,False,False,False,True,False
deivigarcia,20276,665620,41218,Deivi Garcia,False,False,False,False,False,False,False,True,False
davidbuchanan,11176,571527,33281,David Buchanan,False,False,False,False,False,False,False,True,False
dakotahudson,19206,641712,38680,Dakota Hudson,False,False,False,False,False,False,False,True,False
jamespaxton,11828,572020,31980,James Paxton,False,False,False,False,False,False,False,True,False
johnmeans,16269,607644,39948,John Means,False,False,False,False,False,False,False,True,False
julioteheran,6797,527054,31091,Julio Teheran,False,False,False,False,False,False,False,True,False
johnnycueto,6893,456501,28955,Johnny Cueto,False,False,False,False,False,False,False,True,False
alexwood,13781,622072,32620,Alex Wood,False,False,False,False,False,False,False,True,False
luisfcastillo,20638,622379,42155,Luis F. Castillo,False,False,False,False,False,False,False,True,False
yonnychirinos,16401,630023,39823,Yonny Chirinos,False,False,False,False,False,False,False,True,False
dallaskeuchel,9434,572971,31815,Dallas Keuchel,False,False,False,False,False,False,False,True,False
braylondoughty,sa3067030,,5218306,Braylon Doughty,False,False,False,False,False,False,False,True,False
marcogonzales,15467,594835,33158,Marco Gonzales,False,False,False,False,False,False,False,True,False
hyunjinryu,14444,,32582,Hyun Jin Ryu,False,False,False,False,False,False,False,True,False
paoloespino,8246,502179,29989,Paolo Espino,False,False,False,False,False,False,False,True,False
aaronwilkerson,16904,,36001,Aaron Wilkerson,False,False,False,False,False,False,False,True,False
miguelyajure,21111,,42361,Miguel Yajure,False,False,False,False,False,False,False,True,False
kennyrosenberg,20009,670046,41807,Kenny Rosenberg,False,False,False,False,False,False,False,True,False
adamoller,20132,670124,42170,Adam Oller,False,False,False,False,False,False,False,True,False
zachplesac,19979,668676,42169,Zach Plesac,False,False,False,False,False,False,False,True,False
mattthompson,sa3043772,,42424,Matt Thompson,False,False,False,False,False,False,False,True,False
jonathanbermudez,21241,642834,4905922,Jonathan Bermudez,False,False,False,False,False,False,False,True,False
blairhenley,26190,668874,4081414,Blair Henley,False,False,False,False,False,False,False,True,False
brandonleibrandt,16135,605335,39868,Brandon Leibrandt,False,False,False,False,False,False,False,True,False
humbertomejia,20739,,42358,Humberto Mejia,False,False,False,False,False,False,False,True,False
andersonespinoza,18593,,34987,Anderson Espinoza,False,False,False,False,False,False,False,True,False
lachlanwells,sa877857,,41071,Lachlan Wells,False,False,False,False,False,False,False,True,False
dinelsonlamet,17186,659275,36157,Dinelson Lamet,False,False,False,False,False,False,False,True,False
justinarmbruester,sa3017548,,5194673,Justin Armbruester,False,False,False,False,False,False,False,True,False
tyfloyd,sa3031488,,4719514,Ty Floyd,False,False,False,False,False,False,False,True,False
joshknoth,sa3023420,,5149103,Josh Knoth,False,False,False,False,False,False,False,True,False
jetermartinez,sa3021738,,5150940,Jeter Martinez,False,False,False,False,False,False,False,True,False
noblemeyer,sa3022945,,5148967,Noble Meyer,False,False,False,False,False,False,False,True,False
charleesoto,sa3023450,,5149067,Charlee Soto,False,False,False,False,False,False,False,True,False
isaaccoffey,sa3020222,,4421205,Isaac Coffey,False,False,False,False,False,False,False,True,False
chandlerchamplain,sa3018138,,5195198,Chandler Champlain,False,False,False,False,False,False,False,True,False
humbertocruz,sa3025115,,5196119,Humberto Cruz,False,False,False,False,False,False,False,True,False
jacksonferris,sa3020891,,5080752,Jackson Ferris,False,False,False,False,False,False,False,True,False
camcaminiti,sa3025607,,5218289,Cam Caminiti,False,False,False,False,False,False,False,True,False
kashmayfield,sa3067104,,5218300,Kash Mayfield,False,False,False,False,False,False,False,True,False
levisterling,sa3066664,,5218358,Levi Sterling,False,False,False,False,False,False,False,True,False
brodybrecht,sa3027632,,5061178,Brody Brecht,False,False,False,False,False,False,False,True,False
hyunseokjang,sa3023601,,5208179,Hyun-Seok Jang,False,False,False,False,False,False,False,True,False
botakahashi,sa830370,,41145,Bo Takahashi,False,False,False,False,False,False,False,True,False
arieljurado,17030,,35281,Ariel Jurado,False,False,False,False,False,False,False,True,False
ryansloan,sa3067131,,5218293,Ryan Sloan,False,False,False,False,False,False,False,True,False
kruzschoolcraft,sa3069203,,5293150,Kruz Schoolcraft,False,False,False,False,False,False,False,True,False
gagewood,sa3045536,,5129556,Gage Wood,False,False,False,False,False,False,False,True,False
zachroot,sa3041130,,5128914,Zach Root,False,False,False,False,False,False,False,True,False
jamiearnold,sa3026225,,5128820,Jamie Arnold,False,False,False,False,False,False,False,True,False
rileyquick,sa3040326,,5128516,Riley Quick,False,False,False,False,False,False,False,True,False
patrickforbes,sa3031537,,5128252,Patrick Forbes,False,False,False,False,False,False,False,True,False
marcusphillips,sa3039870,,5199424,Marcus Phillips,False,False,False,False,False,False,False,True,False
kysonwitherspoon,sa3045487,,5199621,Kyson Witherspoon,False,False,False,False,False,False,False,True,False
luisortiz1,27646,682847,5101355,Luis Ortiz,False,False,False,False,False,False,False,True,False
yordannymonegro,sa3015476,,5332366,Yordanny Monegro,False,False,False,False,False,False,False,True,False
miguelmendez,sa3015506,,5332998,Miguel Mendez,False,False,False,False,False,False,False,True,False
khalstephen,sa3043049,,5135839,Khal Stephen,False,False,False,False,False,False,False,True,False
karsonmilbrandt,sa3020659,,5080781,Karson Milbrandt,False,False,False,False,False,False,False,True,False
enmanuelvaldez,21716,665839,41557,Enmanuel Valdez,False,True,False,False,False,False,True,False,False
tremorgan,sa3022919,,5205643,Tre' Morgan,False,True,False,False,False,False,True,False,False
billycook,29573,695257,5137038,Billy Cook,False,True,False,False,False,True,True,False,False
luisguillorme,16451,641645,35149,Luis Guillorme,False,False,True,False,True,False,True,False,False
yoeilincespedes,sa3021085,,5150968,Yoeilin Cespedes,False,False,True,False,False,False,True,False,False
mitchvoit,sa3044552,,5140797,Mitch Voit,False,False,True,False,False,False,True,False,False
angelguzman,sa3021268,,5196215,Angel Guzman,False,False,True,False,False,False,True,False,False
kyledebarge,sa3025260,,4926370,Kyle DeBarge,False,False,True,True,False,False,True,False,False
aroonescobar,sa3018463,,5271848,Aroon Escobar,False,False,True,False,False,False,True,False,False
jacobgonzalez,sa3022498,,4720990,Jacob Gonzalez,False,False,True,True,False,False,True,False,False
jacobberry,sa3019825,,4751529,Jacob Berry,False,False,True,False,True,True,True,False,False
gregjones,25448,675659,4345396,Greg Jones,False,False,True,False,False,True,True,False,False
michaeltoglia,25845,669911,42412,Michael Toglia,False,True,False,False,False,False,True,False,False
yiddicappe,sa3015515,,4917852,Yiddi Cappe,False,False,True,False,False,False,True,False,False
kevinmade,sa3014679,,4917688,Kevin Made,False,False,True,True,False,False,True,False,False
felixmorrobel,sa3021103,,5150885,Felix Morrobel,False,False,True,True,False,False,True,False,False
jddix,sa3066859,,5218362,JD Dix,False,False,True,False,False,False,True,False,False
christiancairo,sa3010028,,4995352,Christian Cairo,False,False,True,False,True,True,True,False,False
jordandiaz,22650,,42515,Jordan Diaz,False,False,True,False,False,False,True,False,False
josedevers,20540,672701,39834,Jose Devers,False,False,True,False,False,False,True,False,False
juliocarreras,sa3005598,,42460,Julio Carreras,False,False,True,False,True,False,True,False,False
joeywendle,13853,621563,33017,Joey Wendle,False,False,True,False,False,False,True,False,False
mattduffy,13836,622110,33453,Matt Duffy,False,False,True,False,False,False,True,False,False
jamiewestbrook,15504,642197,35143,Jamie Westbrook,False,False,True,False,True,False,True,False,False
whitmerrifield,11281,593160,32422,Whit Merrifield,False,False,True,False,False,False,True,False,False
darrenbaker,29912,671117,4418331,Darren Baker,False,False,True,False,False,True,True,False,False
nickgordon,16337,624503,33705,Nick Gordon,False,False,True,False,False,False,True,False,False
tonykemp,14894,643393,34083,Tony Kemp,False,False,True,False,False,False,True,False,False
zachremillard,19788,621545,40514,Zach Remillard,False,False,True,False,False,False,True,False,False
nikogoodrum,12092,592348,32524,Niko Goodrum,False,False,True,True,False,False,True,False,False
victoracosta,sa3015705,,42780,Victor Acosta,False,False,True,False,False,False,True,False,False
luisguerrero,31184,692285,4997599,Luis Guerrero,False,False,True,False,False,False,True,False,False
timelko,31522,671284,5135493,Tim Elko,False,True,False,False,False,False,True,False,False
donovansolano,8623,456781,29703,Donovan Solano,False,True,False,False,False,False,True,False,False
abrahamtoro,19844,647351,40754,Abraham Toro,False,True,False,False,False,False,True,False,False
nikokavadas,29782,694359,4298095,Niko Kavadas,False,True,False,False,False,False,True,False,False
yuligurriel,19198,493329,36006,Yuli Gurriel,False,False,False,False,False,False,True,False,False
ralphyvelazquez,sa3023013,,5149073,Ralphy Velazquez,False,True,False,False,False,False,True,False,False
leodevries,sa3023363,,5196124,Leo De Vries,False,False,False,True,False,False,True,False,False
paytoneeles,sa3023622,,5130535,Payton Eeles,False,False,True,True,False,True,True,False,False
aaronschunk,25524,668845,42430,Aaron Schunk,False,False,True,True,False,False,True,False,False
lioverpeguero,24273,678894,42451,Liover Peguero,False,True,False,True,False,False,True,False,False
lukewilliams,19931,663897,40466,Luke Williams,False,False,False,True,False,False,True,False,False
cameroncauley,sa3017167,,4917917,Cameron Cauley,False,False,True,True,False,True,True,False,False
bradenshewmake,25817,669699,42408,Braden Shewmake,False,False,False,True,False,False,True,False,False
richiemartin,17736,,34930,Richie Martin,False,False,False,True,True,False,True,False,False
daviswendzel,26469,673995,42435,Davis Wendzel,False,False,False,True,False,False,True,False,False
jesusmade,sa3024108,,5196211,Jesus Made,False,False,False,True,False,False,True,False,False
bobseymour,30028,676044,4623365,Bob Seymour,False,True,False,False,False,False,True,False,False
carterkieboom,19958,666198,40446,Carter Kieboom,False,True,False,False,False,False,True,False,False
mattmervis,27845,670223,4297978,Matt Mervis,False,True,False,False,False,False,True,False,False
yohandymorales,sa3022672,,4683376,Yohandy Morales,False,True,False,False,True,False,True,False,False
joeymeneses,14366,608841,34534,Joey Meneses,False,True,False,False,False,False,True,False,False
ryannoda,23312,676116,40518,Ryan Noda,False,True,False,False,False,True,True,False,False
logandavidson,25844,669722,42429,Logan Davidson,False,True,False,False,False,False,True,False,False
damianopalmegiani,sa3017326,,5016964,Damiano Palmegiani,False,True,False,False,True,False,True,False,False
davidvillar,24782,681584,43031,David Villar,False,True,False,False,False,False,True,False,False
blazejordan,sa3014537,,4722953,Blaze Jordan,False,True,False,False,True,False,True,False,False
alexbinelas,sa3017044,,4418681,Alex Binelas,False,True,False,False,False,False,True,False,False
victorbericoto,sa3008767,,42502,Victor Bericoto,False,True,False,False,False,True,True,False,False
jonsingleton,10441,572138,31206,Jon Singleton,False,True,False,False,False,False,True,False,False
bobbydalbec,19966,666915,39382,Bobby Dalbec,False,True,False,True,False,False,True,False,False
ivanmelendez,sa3019859,,4791787,Ivan Melendez,False,True,False,False,False,False,True,False,False
aaronsabato,sa3014494,,4424246,Aaron Sabato,False,True,False,False,False,False,True,False,False
wesclarke,sa3017045,,4413905,Wes Clarke,False,True,False,False,False,False,True,False,False
kestonhiura,20003,669374,39879,Keston Hiura,False,True,False,False,False,False,True,False,False
blakeburke,sa3025381,,4927515,Blake Burke,False,True,False,False,False,False,True,False,False
tristinenglish,26148,663536,3975795,Tristin English,False,True,False,False,False,False,True,False,False
camcollier,sa3020131,,5080634,Cam Collier,False,True,False,False,True,False,True,False,False
nicksolak,19294,669256,39904,Nick Solak,False,True,True,False,False,False,True,False,False
nathanhickey,sa3017398,,4621034,Nathan Hickey,False,True,False,False,False,False,True,False,False
josesalas,sa3014690,,4917851,Jose Salas,False,True,True,False,False,False,True,False,False
eduardoherrera,sa3002702,,5196155,Eduardo Herrera,False,True,False,False,False,False,True,False,False
matthewbatten,20157,676946,40880,Matthew Batten,False,True,False,False,True,False,True,False,False
briananderson,18289,605119,33776,Brian Anderson,False,True,False,False,False,False,True,False,False
tylernevin,17893,663527,39608,Tyler Nevin,False,True,False,False,False,False,True,False,False
micahpries,sa3014830,,4991144,Micah Pries,False,True,False,False,False,False,True,False,False
andrelipcius,25822,,42740,Andre Lipcius,False,True,True,False,False,False,True,False,False
davidhensley,25111,682073,3898501,David Hensley,False,True,False,False,False,False,True,False,False
joseabreu,15676,547989,33095,Jose Abreu,False,True,False,False,False,False,True,False,False
anthonyrizzo,3473,519203,30782,Anthony Rizzo,False,True,False,False,False,False,True,False,False
blighmadris,20054,676632,40684,Bligh Madris,False,True,False,False,False,False,True,False,False
treymancini,15149,,33351,Trey Mancini,False,True,False,False,False,False,True,False,False
joeygallo,14128,608336,32818,Joey Gallo,False,True,False,False,False,False,True,False,False
patrickwisdom,13602,621550,32861,Patrick Wisdom,False,True,False,False,False,False,True,False,False
jasonvosler,16686,613564,35159,Jason Vosler,False,True,False,False,False,False,True,False,False
jaredwalsh,18607,665120,35673,Jared Walsh,False,True,False,False,False,False,True,False,False
brandondrury,11615,592273,32269,Brandon Drury,False,True,False,False,False,False,True,False,False
juanyepez,18400,660766,4895558,Juan Yepez,False,True,False,False,False,False,True,False,False
elehurismontero,20543,660707,41222,Elehuris Montero,False,True,False,False,False,False,True,False,False
lewindiaz,18365,,39921,Lewin Diaz,False,True,False,False,False,False,True,False,False
garrettcooper,15279,643265,33398,Garrett Cooper,False,True,False,False,False,False,True,False,False
nickpratto,22117,668472,39641,Nick Pratto,False,True,False,False,False,False,True,False,False
edwinrios,18316,621458,36645,Edwin Rios,False,True,False,False,False,False,True,False,False
mikeford,15585,645801,38896,Mike Ford,False,True,False,False,False,False,True,False,False
milantolentino,sa3014544,,4722856,Milan Tolentino,False,False,True,True,True,False,True,False,False
kevinsmith,20242,675656,41562,Kevin Smith,False,False,False,True,False,False,True,False,False
osleivisbasabe,23985,,42474,Osleivis Basabe,False,False,True,True,True,False,True,False,False
levijordan,25138,682119,41718,Levi Jordan,False,False,False,True,True,False,True,False,False
chadstevens,29614,677060,4995563,Chad Stevens,False,False,True,True,True,False,True,False,False
jeremyrodriguez,sa3021101,,5150898,Jeremy Rodriguez,False,False,True,True,True,False,True,False,False
joendryvargas,sa3021067,,5150936,Joendry Vargas,False,False,False,True,True,False,True,False,False
yolfrancastillo,sa3023726,,5196166,Yolfran Castillo,False,False,False,True,True,False,True,False,False
emiliosanchez,sa3024110,,5196220,Emilio Sanchez,False,False,False,True,True,False,True,False,False
calebbonemer,sa3067043,,5218360,Caleb Bonemer,False,False,False,True,True,False,True,False,False
robertocampos,sa3014683,,4917801,Roberto Campos,False,False,False,False,False,True,True,False,False
bryandelacruz,19600,650559,40787,Bryan De La Cruz,False,False,False,False,False,True,True,False,False
jaisonchourio,sa3018399,,5124111,Jaison Chourio,False,False,False,False,False,True,True,False,False
samhilliard,17954,656541,35831,Sam Hilliard,False,False,False,False,False,True,True,False,False
eduardoquintero,sa3021208,,5272151,Eduardo Quintero,False,False,False,False,False,True,True,False,False
cavanbiggio,19252,624415,37639,Cavan Biggio,False,False,False,False,False,True,True,False,False
kevinpillar,12434,607680,32859,Kevin Pillar,False,False,False,False,False,True,True,False,False
hudsonhaskin,sa3014449,,4415854,Hudson Haskin,False,False,False,False,False,True,True,False,False
carlosjorge,sa3016722,,5017075,Carlos Jorge,False,False,False,False,False,True,True,False,False
dazcameron,18353,663662,34964,Daz Cameron,False,False,False,False,False,True,True,False,False
aaronzavala,sa3017665,,4832161,Aaron Zavala,False,False,False,False,False,True,True,False,False
seanbouchard,21270,656248,41989,Sean Bouchard,False,False,False,False,False,True,True,False,False
michaelataylor,11489,572191,32219,Michael A. Taylor,False,False,False,False,False,True,True,False,False
josuedepaula,sa3018591,,5102682,Josue De Paula,False,False,False,False,False,True,True,False,False
ivanjohnson,sa1169627,,4722954,Ivan Johnson,False,False,False,False,False,True,True,False,False
joseazocar,18821,640492,35058,Jose Azocar,False,False,False,False,False,True,True,False,False
samuelzavala,sa3015718,,4918254,Samuel Zavala,False,False,False,False,False,True,True,False,False
tylermcdonough,sa3016869,,4416280,Tyler McDonough,False,False,False,True,False,True,True,False,False
eduardogarcia,sa3008751,,41303,Eduardo Garcia,False,False,False,True,False,True,True,False,False
dernichevaldez,sa3021068,,5150942,Derniche Valdez,False,False,False,True,False,True,True,False,False
mattgorski,25855,685301,42962,Matt Gorski,False,True,False,False,False,True,True,False,False
charlieblackmon,7859,453568,31084,Charlie Blackmon,False,False,False,False,False,True,True,False,False
robbiegrossman,5254,543257,31385,Robbie Grossman,False,False,False,False,False,True,True,False,False
sandrofabian,19910,660758,40472,Sandro Fabian,False,False,False,False,False,True,True,False,False
connercapel,19983,668843,38029,Conner Capel,False,False,False,False,False,True,True,False,False
treycabbage,21078,663550,41781,Trey Cabbage,False,False,False,False,False,True,True,False,False
djstewart,17766,621466,34942,DJ Stewart,False,False,False,False,False,True,True,False,False
forrestwall,16496,657088,33726,Forrest Wall,False,False,False,False,False,True,True,False,False
adamduvall,10950,594807,32664,Adam Duvall,False,False,False,False,False,True,True,False,False
alexkirilloff,20325,666135,40636,Alex Kirilloff,False,False,False,False,False,True,True,False,False
jakecave,14477,595909,33417,Jake Cave,False,False,False,False,False,True,True,False,False
kevinkiermaier,11038,595281,31446,Kevin Kiermaier,False,False,False,False,False,True,True,False,False
davidperalta,2136,444482,33384,David Peralta,False,False,False,False,False,True,True,False,False
stonegarrett,19273,656448,35063,Stone Garrett,False,False,False,False,False,True,True,False,False
jpmartinez,24451,679881,40905,J.P. Martinez,False,False,False,False,False,True,True,False,False
bubbathompson,22261,669352,39644,Bubba Thompson,False,False,False,False,False,True,True,False,False
mitchhaniger,14274,571745,32771,Mitch Haniger,False,False,False,False,False,True,True,False,False
daviddahl,13744,621311,32698,David Dahl,False,False,False,False,False,True,True,False,False
ryanmckenna,19928,663630,39147,Ryan McKenna,False,False,False,False,False,True,True,False,False
aaronhicks,5297,543305,31253,Aaron Hicks,False,False,False,False,False,True,True,False,False
avisailgarcia,5760,541645,30729,Avisail Garcia,False,False,False,False,False,True,True,False,False
elierhernandez,13750,,33517,Elier Hernandez,False,False,False,False,False,True,True,False,False
moisesgomez,sa875163,,41508,Moises Gomez,False,False,False,False,False,True,True,False,False
mattfraizer,sa918983,,42980,Matt Fraizer,False,False,False,False,False,True,True,False,False
carlosdelacruz,sa3006903,,41623,Carlos De La Cruz,False,False,False,False,False,True,True,False,False
dasanbrown,sa3011717,,43039,Dasan Brown,False,False,False,False,False,True,True,False,False
franmilreyes,14566,,33339,Franmil Reyes,False,False,False,False,False,True,True,False,False
ethanwilson,sa3060939,,4417251,Ethan Wilson,False,False,False,False,False,True,True,False,False
sammysiani,sa3010704,,42432,Sammy Siani,False,False,False,False,False,True,True,False,False
oscarcolas,30162,693049,4987420,Oscar Colas,False,False,False,False,False,True,True,False,False
dalvyrosario,sa3005712,,4917857,Dalvy Rosario,False,False,False,False,False,True,True,False,False
franchycordero,14567,,33340,Franchy Cordero,False,False,False,False,False,True,True,False,False
zachdeloach,27471,676113,4298327,Zach DeLoach,False,False,False,False,False,True,True,False,False
yonathanperlaza,sa917302,,42989,Yonathan Perlaza,False,False,False,False,False,True,True,False,False
miguelbleis,sa3016834,,4720888,Miguel Bleis,False,False,False,False,False,True,True,False,False
calstevenson,22411,670276,41852,Cal Stevenson,False,False,False,False,False,True,True,False,False
jimmyherron,sa3008183,,43398,Jimmy Herron,False,False,False,False,False,True,True,False,False
estevanflorial,19151,664314,36636,Estevan Florial,False,False,False,False,False,True,True,False,False
quincyhamilton,sa3017215,,4414180,Quincy Hamilton,False,False,False,False,False,True,True,False,False
